dataset_name,--dedups,--maps-and-filters argument,--filter-short-documents,--preprocessings,Reasons to remove
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_zh_wikivoyage_filtered/data,dedup_document filter_remove_empty_docs split_sentences_zhs dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs split_sentences_zhs dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_zh_wikiversity_filtered/data,dedup_document filter_remove_empty_docs split_sentences_zhs dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs split_sentences_zhs dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_zh_wikibooks_filtered/data,dedup_document filter_remove_empty_docs split_sentences_zhs dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs split_sentences_zhs dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_zh_wikinews_filtered/data,dedup_document filter_remove_empty_docs split_sentences_zhs dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs split_sentences_zhs dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_1024,
bigscience-catalogue-lm-data/lm_zh_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_zh_pseudocrawl-filtered_674_ai_baidu_com,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs,remove_lines_with_code,filter_small_docs_bytes_1024,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs remove_lines_with_code filter_small_docs_bytes_1024,
bigscience-catalogue-lm-data/lm_zh_project_gutenberg,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_zh_pseudocrawl-filtered_503_www_zaobao_com_sg,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs,remove_lines_with_code,filter_small_docs_bytes_1024,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs remove_lines_with_code filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_zh_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_zhs dedup_template_soft,KILL,filter_small_docs_bytes_1024,KILL,sentence splitting broken - remove
bigscience-catalogue-lm-data/lm_zh_open_subtitles,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_1024,
bigscience-catalogue-lm-data/lm_zh_multi_un_2,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_1024,
bigscience-catalogue-lm-data/lm_zh_uncorpus,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_1024,
bigscience-catalogue-lm-data/lm_zh_du_reader,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_1024,
bigscience-catalogue-lm-data/lm_zh_wudaocorpora,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_1024,
bigscience-catalogue-lm-data/lm_zhs_qedcorpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_1024,
bigscience-catalogue-lm-data/lm_zht_qedcorpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_zh-cn_wikipedia/data,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_zh-tw_wikipedia/data,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_code_stackexchange/data,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_code_github-no-gpl,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_1024,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_1024,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-sw_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-yo_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-rw_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-xh_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-ig_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-zu_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-sn_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-lg_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-wo_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-rn_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-fon_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-nso_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-ln_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-tn_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-tw_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-ny_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-st_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-ts_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-ak_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-bm_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-ki_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_nigercongo-tum_aggregated,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
bigscience-catalogue-lm-data/lm_en_a_million_news_headlines_abc_australia,dedup_document dedup_template_soft filter_remove_empty_docs,KILL,filter_small_docs_bytes_1024,KILL,low quality
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_id_indo4b_bppt/data,,,,,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_id_indo4b_jw300/data,,,,,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_id_indo4b_kompas/data,,,,,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_id_indo4b_parallel/data,,,,,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_id_indo4b_talpco/data,,,,,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_id_indo4b_tempo/data,,,,,
